"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "vcontact_cluster" "sample" "country" "crispr_host" "sample_cluster"
"ERR589663_NODE_4_length_368956_cov_6.83765" "ERR589663_NODE_4_length_368956_cov_6.83765" 368956 6.83765 TRUE 39.78 FALSE FALSE "Myoviridae" NA NA 0 70 FALSE "c168" "ERR589663" "China" "Streptococcus" "1"
"SRS016092_NODE_5_length_285040_cov_60.9654" "SRS016092_NODE_5_length_285040_cov_60.9654" 285040 60.9654 TRUE 36.4 FALSE FALSE "Myoviridae" NA NA 0 65 TRUE "c184" "SRS016092" "US" NA "5"
"SRS024140_NODE_1_length_305546_cov_24.0133" "SRS024140_NODE_1_length_305546_cov_24.0133" 305546 24.0133 TRUE 29.61 FALSE FALSE "Myoviridae" NA NA 0 54 TRUE "c679" "SRS024140" "US" NA NA
"ERR589386_NODE_1_length_322138_cov_11.2165" "ERR589386_NODE_1_length_322138_cov_11.2165" 322138 11.2165 TRUE 29.41 FALSE FALSE "Myoviridae" NA NA 0 88 TRUE "c9" "ERR589386" "China" NA "1"
"ERR589420_NODE_1_length_303955_cov_6.82039" "ERR589420_NODE_1_length_303955_cov_6.82039" 303955 6.82039 TRUE 29.79 FALSE FALSE "Myoviridae" NA NA 0 84 TRUE "c9" "ERR589420" "China" "Streptococcus" "4"
"ERR589659_NODE_2_length_324951_cov_27.7483" "ERR589659_NODE_2_length_324951_cov_27.7483" 324951 27.7483 TRUE 29.51 FALSE FALSE "Myoviridae" NA NA 0 91 TRUE "c9" "ERR589659" "China" NA "1"
"SRS014690_NODE_2_length_334762_cov_19.5679" "SRS014690_NODE_2_length_334762_cov_19.5679" 334762 19.5679 TRUE 29.3 FALSE FALSE "Myoviridae" NA NA 0 94 TRUE "c9" "SRS014690" "US" NA NA
"ERR589350_NODE_5_length_312973_cov_38.7815" "ERR589350_NODE_5_length_312973_cov_38.7815" 312973 38.7815 TRUE 52 FALSE FALSE "Siphoviridae" NA NA 0 38 FALSE "c38" "ERR589350" "China" NA "1"
"ERR589382_NODE_7_length_242330_cov_4.50236" "ERR589382_NODE_7_length_242330_cov_4.50236" 242330 4.50236 FALSE 29.11 FALSE FALSE "Myoviridae" NA NA 0 75 TRUE "c9" "ERR589382" "China" NA "1"
"ERR589432_NODE_7_length_289320_cov_32.597" "ERR589432_NODE_7_length_289320_cov_32.597" 289320 32.597 FALSE 29.52 FALSE FALSE "Myoviridae" NA NA 0 79 TRUE "c9" "ERR589432" "China" "Streptococcus" "1"
"SRS012285_NODE_3_length_318089_cov_9.53748" "SRS012285_NODE_3_length_318089_cov_9.53748" 318089 9.53748 FALSE 29.35 FALSE FALSE "Myoviridae" NA NA 0 99 TRUE "c9" "SRS012285" "US" NA "5"
"SRS014687_NODE_2_length_335527_cov_1416.44" "SRS014687_NODE_2_length_335527_cov_1416.44" 335527 1416.44 FALSE 29.29 FALSE FALSE "Myoviridae" NA NA 0 95 TRUE "c9" "SRS014687" "US" NA "3"
"SRS015644_NODE_13_length_229718_cov_50.7126" "SRS015644_NODE_13_length_229718_cov_50.7126" 229718 50.7126 FALSE 30.03 FALSE FALSE "Myoviridae" NA NA 0 60 TRUE "c9" "SRS015644" "US" "Streptococcus" "2"
"SRS015762_NODE_4_length_329886_cov_8.57001" "SRS015762_NODE_4_length_329886_cov_8.57001" 329886 8.57001 FALSE 29.42 FALSE FALSE "Myoviridae" NA NA 0 88 FALSE "c9" "SRS015762" "US" NA "2"
"SRS015893_NODE_4_length_316765_cov_19.2483" "SRS015893_NODE_4_length_316765_cov_19.2483" 316765 19.2483 FALSE 29.54 FALSE FALSE "Myoviridae" NA NA 0 87 TRUE "c9" "SRS015893" "US" "Streptococcus" "2"
"SRS016319_NODE_2_length_336500_cov_15.6725" "SRS016319_NODE_2_length_336500_cov_15.6725" 336500 15.6725 FALSE 29.43 FALSE FALSE "Myoviridae" NA NA 0 92 TRUE "c9" "SRS016319" "US" "Streptococcus" "2"
"SRS016501_NODE_1_length_338068_cov_9.74568" "SRS016501_NODE_1_length_338068_cov_9.74568" 338068 9.74568 FALSE 29.37 FALSE FALSE "Myoviridae" NA NA 0 90 TRUE "c9" "SRS016501" "US" "Streptococcus" "3"
"SRS016529_NODE_1_length_271259_cov_9.47335" "SRS016529_NODE_1_length_271259_cov_9.47335" 271259 9.47335 FALSE 29.45 FALSE FALSE "Myoviridae" NA NA 0 69 FALSE "c9" "SRS016529" "US" "Streptococcus" NA
"SRS019028_NODE_3_length_275103_cov_10.413" "SRS019028_NODE_3_length_275103_cov_10.413" 275103 10.413 FALSE 29.44 FALSE FALSE "Myoviridae" NA NA 0 73 TRUE "c9" "SRS019028" "US" NA NA
"SRS019219_NODE_1_length_322763_cov_10.3718" "SRS019219_NODE_1_length_322763_cov_10.3718" 322763 10.3718 FALSE 29.53 FALSE FALSE "Myoviridae" NA NA 0 89 TRUE "c9" "SRS019219" "US" NA "2"
"SRS019607_NODE_13_length_200851_cov_36.2284" "SRS019607_NODE_13_length_200851_cov_36.2284" 200851 36.2284 FALSE 29.73 FALSE FALSE "Siphoviridae" NA NA 0 53 FALSE "c9" "SRS019607" "US" NA "2"
"SRS050244_NODE_6_length_250726_cov_13.6596" "SRS050244_NODE_6_length_250726_cov_13.6596" 250726 13.6596 FALSE 29.61 FALSE FALSE "Siphoviridae" NA NA 0 67 TRUE "c9" "SRS050244" "US" NA "2"
"SRS050628_NODE_1_length_211981_cov_17.5947" "SRS050628_NODE_1_length_211981_cov_17.5947" 211981 17.5947 FALSE 29.04 FALSE FALSE "Myoviridae" NA NA 0 56 TRUE "c9" "SRS050628" "US" "Streptococcus" "3"
"SRS052874_NODE_1_length_254381_cov_7.29062" "SRS052874_NODE_1_length_254381_cov_7.29062" 254381 7.29062 FALSE 29.33 FALSE FALSE "Myoviridae" NA NA 0 72 TRUE "c9" "SRS052874" "US" NA "3"
"SRS058336_NODE_1_length_511632_cov_48.6097" "SRS058336_NODE_1_length_511632_cov_48.6097" 511632 48.6097 FALSE 29.68 FALSE FALSE "Myoviridae" NA NA 0 144 TRUE "c9" "SRS058336" "US" NA NA
"SRS063288_NODE_3_length_241415_cov_23.0731" "SRS063288_NODE_3_length_241415_cov_23.0731" 241415 23.0731 FALSE 29.85 FALSE FALSE "Myoviridae" NA NA 0 64 FALSE "c9" "SRS063288" "US" NA NA
"SRS064774_NODE_3_length_329409_cov_20.1042" "SRS064774_NODE_3_length_329409_cov_20.1042" 329409 20.1042 FALSE 29.48 FALSE FALSE "Myoviridae" NA NA 0 89 FALSE "c9" "SRS064774" "US" NA "2"
"SRS077736_NODE_12_length_305341_cov_14.9068" "SRS077736_NODE_12_length_305341_cov_14.9068" 305341 14.9068 FALSE 29.43 FALSE FALSE "Myoviridae" NA NA 0 83 TRUE "c9" "SRS077736" "US" "Streptococcus" NA
"ERR589456_NODE_4_length_235387_cov_6.10953" "ERR589456_NODE_4_length_235387_cov_6.10953" 235387 6.10953 TRUE 33.58 FALSE FALSE "Myoviridae" NA NA 0 47 TRUE "c628" "ERR589456" "China" NA "1"
"ERR589473_NODE_6_length_232822_cov_8.66784" "ERR589473_NODE_6_length_232822_cov_8.66784" 232822 8.66784 TRUE 33.5 FALSE FALSE "Myoviridae" NA NA 0 48 TRUE "c628" "ERR589473" "China" "Streptococcus" "4"
"SRS014578_NODE_12_length_245002_cov_6.98652" "SRS014578_NODE_12_length_245002_cov_6.98652" 245002 6.98652 FALSE 33.59 FALSE FALSE "Myoviridae" NA NA 0 54 TRUE "c628" "SRS014578" "US" "Streptococcus" "5"
"SRS015947_NODE_5_length_244211_cov_7.9822" "SRS015947_NODE_5_length_244211_cov_7.9822" 244211 7.9822 TRUE 33.45 FALSE FALSE "Myoviridae" NA NA 0 51 TRUE "c628" "SRS015947" "US" NA "5"
"SRS018394_NODE_3_length_237160_cov_21.5452" "SRS018394_NODE_3_length_237160_cov_21.5452" 237160 21.5452 TRUE 33.59 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "c628" "SRS018394" "US" "Streptococcus" "5"
"SRS020340_NODE_4_length_240622_cov_15.5011" "SRS020340_NODE_4_length_240622_cov_15.5011" 240622 15.5011 TRUE 32.83 FALSE FALSE "Siphoviridae" NA NA 0 33 FALSE "c1276" "SRS020340" "US" NA "5"
"SRS047265_NODE_1_length_242703_cov_6.02786" "SRS047265_NODE_1_length_242703_cov_6.02786" 242703 6.02786 FALSE 33.39 FALSE FALSE "Myoviridae" NA NA 0 53 TRUE "c628" "SRS047265" "US" NA NA
"SRS055401_NODE_2_length_235571_cov_10.8125" "SRS055401_NODE_2_length_235571_cov_10.8125" 235571 10.8125 TRUE 33.63 FALSE FALSE "Myoviridae" NA NA 0 50 TRUE "c628" "SRS055401" "US" "Streptococcus" "5"
"SRS105100_NODE_11_length_248712_cov_34.7693" "SRS105100_NODE_11_length_248712_cov_34.7693" 248712 34.7693 TRUE 33.51 FALSE FALSE "Myoviridae" NA NA 0 58 TRUE "c628" "SRS105100" "US" "Streptococcus" "5"
"ERR1474583_NODE_1_length_238631_cov_8.08518" "ERR1474583_NODE_1_length_238631_cov_8.08518" 238631 8.08518 FALSE 34.78 FALSE FALSE "Myoviridae" NA NA 0 99 FALSE "c87" "ERR1474583" "Philippines" NA "1"
"ERR1474584_NODE_1_length_239551_cov_58.3549" "ERR1474584_NODE_1_length_239551_cov_58.3549" 239551 58.3549 FALSE 33.6 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "c207" "ERR1474584" "Philippines" NA "2"
"ERR589366_NODE_2_length_252267_cov_5.86855" "ERR589366_NODE_2_length_252267_cov_5.86855" 252267 5.86855 FALSE 37.21 FALSE FALSE "Myoviridae" NA NA 0 94 FALSE "c87" "ERR589366" "China" NA "5"
"ERR589418_NODE_3_length_253054_cov_15.5374" "ERR589418_NODE_3_length_253054_cov_15.5374" 253054 15.5374 FALSE 37.11 FALSE FALSE "Myoviridae" NA NA 0 96 FALSE "c87" "ERR589418" "China" NA "1"
"ERR589450_NODE_4_length_248605_cov_22.8517" "ERR589450_NODE_4_length_248605_cov_22.8517" 248605 22.8517 FALSE 35 FALSE FALSE "Myoviridae" NA NA 0 96 FALSE "c87" "ERR589450" "China" NA "4"
"ERR589450_NODE_5_length_232074_cov_25.7624" "ERR589450_NODE_5_length_232074_cov_25.7624" 232074 25.7624 FALSE 42.35 FALSE FALSE "Myoviridae" NA NA 0 77 FALSE "c207" "ERR589450" "China" NA "4"
"ERR589522_NODE_3_length_241546_cov_24.7065" "ERR589522_NODE_3_length_241546_cov_24.7065" 241546 24.7065 FALSE 33.75 FALSE FALSE "Myoviridae" NA NA 0 90 FALSE "c207" "ERR589522" "China" NA "2"
"ERR589627_NODE_11_length_237173_cov_4.56449" "ERR589627_NODE_11_length_237173_cov_4.56449" 237173 4.56449 FALSE 33.72 FALSE FALSE "Myoviridae" NA NA 0 86 FALSE "c207" "ERR589627" "China" NA "4"
"SRS015215_NODE_3_length_265743_cov_6.54371" "SRS015215_NODE_3_length_265743_cov_6.54371" 265743 6.54371 FALSE 40.02 FALSE FALSE "Myoviridae" NA NA 0 88 FALSE "c322" "SRS015215" "US" NA "5"
"SRS015755_NODE_2_length_205271_cov_4.59631" "SRS015755_NODE_2_length_205271_cov_4.59631" 205271 4.59631 FALSE 39.85 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "c322" "SRS015755" "US" NA "5"
"SRS015762_NODE_14_length_241558_cov_431.254" "SRS015762_NODE_14_length_241558_cov_431.254" 241558 431.254 FALSE 33.64 FALSE FALSE "Myoviridae" NA NA 0 89 FALSE "c207" "SRS015762" "US" NA "2"
"SRS016225_NODE_6_length_244067_cov_149.008" "SRS016225_NODE_6_length_244067_cov_149.008" 244067 149.008 FALSE 35.02 FALSE FALSE "Myoviridae" NA NA 0 93 FALSE "c87" "SRS016225" "US" NA "2"
"SRS022536_NODE_13_length_232920_cov_30.3865" "SRS022536_NODE_13_length_232920_cov_30.3865" 232920 30.3865 FALSE 42.36 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "c207" "SRS022536" "US" NA "5"
"SRS023595_NODE_1_length_265806_cov_8.79388" "SRS023595_NODE_1_length_265806_cov_8.79388" 265806 8.79388 FALSE 40.02 FALSE FALSE "Myoviridae" NA NA 0 88 FALSE "c322" "SRS023595" "US" NA "5"
"SRS024140_NODE_2_length_257726_cov_8.82234" "SRS024140_NODE_2_length_257726_cov_8.82234" 257726 8.82234 FALSE 36.96 FALSE FALSE "Myoviridae" NA NA 0 98 FALSE "c87" "SRS024140" "US" "Neisseria" NA
"SRS024144_NODE_4_length_258083_cov_18.8003" "SRS024144_NODE_4_length_258083_cov_18.8003" 258083 18.8003 FALSE 36.93 FALSE FALSE "Myoviridae" NA NA 0 97 FALSE "c87" "SRS024144" "US" "Neisseria" NA
"SRS049389_NODE_7_length_231243_cov_30.6114" "SRS049389_NODE_7_length_231243_cov_30.6114" 231243 30.6114 FALSE 33.71 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "c207" "SRS049389" "US" NA "2"
"SRS050244_NODE_7_length_249854_cov_9.23851" "SRS050244_NODE_7_length_249854_cov_9.23851" 249854 9.23851 FALSE 35.06 FALSE FALSE "Myoviridae" NA NA 0 98 FALSE "c87" "SRS050244" "US" NA "2"
"SRS051930_NODE_3_length_265804_cov_13.5733" "SRS051930_NODE_3_length_265804_cov_13.5733" 265804 13.5733 FALSE 40.01 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "c322" "SRS051930" "US" NA NA
"SRS064774_NODE_5_length_238650_cov_8.65785" "SRS064774_NODE_5_length_238650_cov_8.65785" 238650 8.65785 FALSE 33.66 FALSE FALSE "Myoviridae" NA NA 0 83 FALSE "c207" "SRS064774" "US" NA "2"
"SRS098735_NODE_1_length_265971_cov_16.2861" "SRS098735_NODE_1_length_265971_cov_16.2861" 265971 16.2861 FALSE 40.01 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "c322" "SRS098735" "US" NA NA
"SRS011140_NODE_5_length_372996_cov_42.3671" "SRS011140_NODE_5_length_372996_cov_42.3671" 372996 42.3671 TRUE 32.67 FALSE FALSE "Siphoviridae" NA NA 0 32 FALSE "c24" "SRS011140" "US" "Streptococcus" "2"
"SRS019077_NODE_5_length_305820_cov_26.5814" "SRS019077_NODE_5_length_305820_cov_26.5814" 305820 26.5814 TRUE 32.1 FALSE FALSE "Myoviridae" NA NA 0 33 TRUE "c24" "SRS019077" "US" "Streptococcus" NA
"SRS077736_NODE_8_length_337877_cov_11.6934" "SRS077736_NODE_8_length_337877_cov_11.6934" 337877 11.6934 TRUE 32.93 FALSE FALSE "Myoviridae" NA NA 0 45 TRUE "c24" "SRS077736" "US" "Streptococcus" NA
"ERR1474568_NODE_6_length_201530_cov_57.6677" "ERR1474568_NODE_6_length_201530_cov_57.6677" 201530 57.6677 FALSE 31.65 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c112" "ERR1474568" "Philippines" NA "2"
"ERR589646_NODE_37_length_200285_cov_8.24245" "ERR589646_NODE_37_length_200285_cov_8.24245" 200285 8.24245 FALSE 31.57 FALSE FALSE "Myoviridae" NA NA 0 60 FALSE "c112" "ERR589646" "China" NA "4"
"SRS013948_NODE_9_length_208364_cov_9.05468" "SRS013948_NODE_9_length_208364_cov_9.05468" 208364 9.05468 FALSE 31.48 FALSE FALSE "Myoviridae" NA NA 0 73 FALSE "c112" "SRS013948" "US" NA "2"
"SRS016037_NODE_23_length_200325_cov_294.431" "SRS016037_NODE_23_length_200325_cov_294.431" 200325 294.431 FALSE 31.62 FALSE FALSE "Myoviridae" NA NA 0 64 FALSE "c112" "SRS016037" "US" NA "2"
"SRS017533_NODE_11_length_202276_cov_12.3433" "SRS017533_NODE_11_length_202276_cov_12.3433" 202276 12.3433 FALSE 31.54 FALSE FALSE "Myoviridae" NA NA 0 65 FALSE "c112" "SRS017533" "US" NA "2"
"SRS024081_NODE_17_length_203718_cov_7.10722" "SRS024081_NODE_17_length_203718_cov_7.10722" 203718 7.10722 FALSE 31.57 FALSE FALSE "Myoviridae" NA NA 0 64 FALSE "c112" "SRS024081" "US" NA "2"
"SRS052227_NODE_9_length_213578_cov_180.751" "SRS052227_NODE_9_length_213578_cov_180.751" 213578 180.751 FALSE 31.53 FALSE FALSE "Myoviridae" NA NA 0 73 FALSE "c112" "SRS052227" "US" NA "2"
"SRS142664_NODE_4_length_215051_cov_10.1813" "SRS142664_NODE_4_length_215051_cov_10.1813" 215051 10.1813 FALSE 31.22 FALSE FALSE "Myoviridae" NA NA 0 70 FALSE "c112" "SRS142664" "US" NA NA
"SRS012279_NODE_6_length_228781_cov_34.0323" "SRS012279_NODE_6_length_228781_cov_34.0323" 228781 34.0323 TRUE 32.74 FALSE FALSE "Myoviridae" NA NA 0 57 FALSE "c70" "SRS012279" "US" NA "2"
"SRS015038_NODE_2_length_213047_cov_63.6224" "SRS015038_NODE_2_length_213047_cov_63.6224" 213047 63.6224 TRUE 32.48 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "c70" "SRS015038" "US" NA "2"
"SRS022530_NODE_16_length_231249_cov_28.4817" "SRS022530_NODE_16_length_231249_cov_28.4817" 231249 28.4817 TRUE 32.79 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c70" "SRS022530" "US" NA "2"
"SRS044662_NODE_25_length_232905_cov_15.7753" "SRS044662_NODE_25_length_232905_cov_15.7753" 232905 15.7753 TRUE 32.56 FALSE FALSE "Myoviridae" NA NA 0 60 FALSE "c70" "SRS044662" "US" NA NA
"SRS047824_NODE_10_length_228522_cov_35.1674" "SRS047824_NODE_10_length_228522_cov_35.1674" 228522 35.1674 TRUE 32.61 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "c70" "SRS047824" "US" "Veillonella" "2"
"SRS057205_NODE_13_length_234839_cov_19.2687" "SRS057205_NODE_13_length_234839_cov_19.2687" 234839 19.2687 TRUE 30.13 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "c143" "SRS057205" "US" "Veillonella" NA
"SRS064423_NODE_9_length_210989_cov_21.0765" "SRS064423_NODE_9_length_210989_cov_21.0765" 210989 21.0765 TRUE 32.55 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "c70" "SRS064423" "US" NA NA
"SRS065278_NODE_11_length_210989_cov_27.745" "SRS065278_NODE_11_length_210989_cov_27.745" 210989 27.745 TRUE 32.55 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "c70" "SRS065278" "US" NA NA
"SRS147887_NODE_13_length_229773_cov_19.1958" "SRS147887_NODE_13_length_229773_cov_19.1958" 229773 19.1958 TRUE 32.58 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "c70" "SRS147887" "US" "Veillonella" NA
"SRS148150_NODE_16_length_210991_cov_62.3672" "SRS148150_NODE_16_length_210991_cov_62.3672" 210991 62.3672 TRUE 32.54 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "c70" "SRS148150" "US" NA NA
"SRS148193_NODE_11_length_226085_cov_5.23191" "SRS148193_NODE_11_length_226085_cov_5.23191" 226085 5.23191 TRUE 41.4 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "c143" "SRS148193" "US" "Selenomonas" NA
"SRS098867_NODE_2_length_351634_cov_10.3937" "SRS098867_NODE_2_length_351634_cov_10.3937" 351634 10.3937 FALSE 33.71 FALSE FALSE "Myoviridae" NA NA 0 78 TRUE "c377" "SRS098867" "US" NA NA
"ERR589651_NODE_2_length_200190_cov_29.767" "ERR589651_NODE_2_length_200190_cov_29.767" 200190 29.767 TRUE 37.25 FALSE FALSE "Siphoviridae" NA NA 0 46 FALSE "c1446" "ERR589651" "China" "Selenomonas" "4"
"SRS024015_NODE_1_length_343863_cov_14.469" "SRS024015_NODE_1_length_343863_cov_14.469" 343863 14.469 TRUE 36.43 FALSE FALSE "Myoviridae" NA NA 0 61 TRUE "c120" "SRS024015" "US" NA "2"
"SRS049147_NODE_1_length_346093_cov_58.6741" "SRS049147_NODE_1_length_346093_cov_58.6741" 346093 58.6741 TRUE 36.49 FALSE FALSE "Myoviridae" NA NA 0 64 TRUE "c120" "SRS049147" "US" NA "2"
"SRS052227_NODE_2_length_341214_cov_13.0485" "SRS052227_NODE_2_length_341214_cov_13.0485" 341214 13.0485 TRUE 36.4 FALSE FALSE "Myoviridae" NA NA 0 65 TRUE "c120" "SRS052227" "US" NA "2"
"ERR589358_NODE_21_length_272451_cov_7.53123" "ERR589358_NODE_21_length_272451_cov_7.53123" 272451 7.53123 FALSE 59.37 FALSE FALSE "Myoviridae" NA NA 1 52 FALSE "c85" "ERR589358" "China" "Actinomyces" "4"
"ERR589388_NODE_2_length_264863_cov_103.332" "ERR589388_NODE_2_length_264863_cov_103.332" 264863 103.332 FALSE 60.1 FALSE FALSE "Siphoviridae" NA NA 1 64 FALSE "c85" "ERR589388" "China" "Atopobium" "1"
"ERR589406_NODE_1_length_277817_cov_15.1368" "ERR589406_NODE_1_length_277817_cov_15.1368" 277817 15.1368 FALSE 59.41 FALSE FALSE "Myoviridae" NA NA 1 50 FALSE "c85" "ERR589406" "China" "Atopobium" "1"
"ERR589416_NODE_4_length_240984_cov_25.2573" "ERR589416_NODE_4_length_240984_cov_25.2573" 240984 25.2573 FALSE 60.18 FALSE FALSE "Siphoviridae" NA NA 1 57 FALSE "c85" "ERR589416" "China" "Atopobium" "1"
"SRS023617_NODE_8_length_259108_cov_17.7553" "SRS023617_NODE_8_length_259108_cov_17.7553" 259108 17.7553 FALSE 60.37 FALSE FALSE "Siphoviridae" NA NA 1 54 FALSE "c85" "SRS023617" "US" "Atopobium" "2"
"SRS100027_NODE_8_length_243415_cov_56.0759" "SRS100027_NODE_8_length_243415_cov_56.0759" 243415 56.0759 FALSE 59.68 FALSE FALSE "Myoviridae" NA NA 1 50 FALSE "c85" "SRS100027" "US" "Atopobium" NA
"ERR589488_NODE_14_length_202605_cov_5.27921" "ERR589488_NODE_14_length_202605_cov_5.27921" 202605 5.27921 FALSE 32.87 FALSE FALSE "Myoviridae" NA NA 0 55 TRUE "c70" "ERR589488" "China" NA "2"
"ERR589644_NODE_11_length_229774_cov_10.9417" "ERR589644_NODE_11_length_229774_cov_10.9417" 229774 10.9417 TRUE 31.47 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "c91" "ERR589644" "China" NA "4"
"SRS014690_NODE_6_length_210977_cov_55.0985" "SRS014690_NODE_6_length_210977_cov_55.0985" 210977 55.0985 FALSE 28.54 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c70" "SRS014690" "US" "Veillonella" NA
"SRS014691_NODE_3_length_210905_cov_15.4347" "SRS014691_NODE_3_length_210905_cov_15.4347" 210905 15.4347 FALSE 28.54 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c70" "SRS014691" "US" "Veillonella" NA
"SRS015057_NODE_2_length_227748_cov_65.0344" "SRS015057_NODE_2_length_227748_cov_65.0344" 227748 65.0344 FALSE 31.27 FALSE FALSE "Myoviridae" NA NA 0 64 TRUE "c91" "SRS015057" "US" NA NA
"SRS015941_NODE_8_length_230448_cov_49.288" "SRS015941_NODE_8_length_230448_cov_49.288" 230448 49.288 FALSE 32.69 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "c70" "SRS015941" "US" NA "2"
"SRS017007_NODE_18_length_230785_cov_20.6488" "SRS017007_NODE_18_length_230785_cov_20.6488" 230785 20.6488 FALSE 29.53 FALSE FALSE "Myoviridae" NA NA 0 57 FALSE "c91" "SRS017007" "US" NA "2"
"SRS017713_NODE_6_length_230050_cov_17.426" "SRS017713_NODE_6_length_230050_cov_17.426" 230050 17.426 FALSE 32.46 FALSE FALSE "Myoviridae" NA NA 0 62 FALSE "c70" "SRS017713" "US" "Veillonella" "2"
"SRS018573_NODE_6_length_220305_cov_11.5665" "SRS018573_NODE_6_length_220305_cov_11.5665" 220305 11.5665 FALSE 28.71 FALSE FALSE "Myoviridae" NA NA 0 57 FALSE "c70" "SRS018573" "US" "Veillonella" "5"
"SRS019028_NODE_10_length_211600_cov_153.412" "SRS019028_NODE_10_length_211600_cov_153.412" 211600 153.412 FALSE 28.54 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c70" "SRS019028" "US" "Veillonella" NA
"SRS019029_NODE_6_length_228097_cov_44.1275" "SRS019029_NODE_6_length_228097_cov_44.1275" 228097 44.1275 FALSE 28.54 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "c70" "SRS019029" "US" "Veillonella" NA
"SRS019607_NODE_9_length_235695_cov_219.599" "SRS019607_NODE_9_length_235695_cov_219.599" 235695 219.599 TRUE 31.3 FALSE FALSE "Myoviridae" NA NA 0 63 FALSE "c91" "SRS019607" "US" NA "2"
"SRS024081_NODE_12_length_230903_cov_14.6415" "SRS024081_NODE_12_length_230903_cov_14.6415" 230903 14.6415 FALSE 32.69 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c70" "SRS024081" "US" NA "2"
"SRS024580_NODE_10_length_227515_cov_21.2831" "SRS024580_NODE_10_length_227515_cov_21.2831" 227515 21.2831 FALSE 32.47 FALSE FALSE "Myoviridae" NA NA 0 63 FALSE "c70" "SRS024580" "US" NA NA
"SRS045197_NODE_9_length_231675_cov_18.468" "SRS045197_NODE_9_length_231675_cov_18.468" 231675 18.468 FALSE 29.31 FALSE FALSE "Myoviridae" NA NA 0 58 FALSE "c70" "SRS045197" "US" "Veillonella" NA
"SRS048791_NODE_2_length_224018_cov_14.7076" "SRS048791_NODE_2_length_224018_cov_14.7076" 224018 14.7076 FALSE 31.5 FALSE FALSE "Myoviridae" NA NA 0 59 TRUE "c91" "SRS048791" "US" NA NA
"SRS048893_NODE_9_length_228881_cov_46.0352" "SRS048893_NODE_9_length_228881_cov_46.0352" 228881 46.0352 FALSE 32.51 FALSE FALSE "Myoviridae" NA NA 0 61 FALSE "c70" "SRS048893" "US" "Veillonella" NA
"SRS057791_NODE_3_length_233971_cov_12.5602" "SRS057791_NODE_3_length_233971_cov_12.5602" 233971 12.5602 FALSE 29.6 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "c143" "SRS057791" "US" NA "2"
"SRS064774_NODE_6_length_227588_cov_26.041" "SRS064774_NODE_6_length_227588_cov_26.041" 227588 26.041 FALSE 31.48 FALSE FALSE "Myoviridae" NA NA 0 62 FALSE "c91" "SRS064774" "US" NA "2"
"SRS101439_NODE_4_length_223636_cov_138.906" "SRS101439_NODE_4_length_223636_cov_138.906" 223636 138.906 FALSE 31.47 FALSE FALSE "Myoviridae" NA NA 0 59 TRUE "c91" "SRS101439" "US" NA NA
"SRS142896_NODE_13_length_224447_cov_8.06652" "SRS142896_NODE_13_length_224447_cov_8.06652" 224447 8.06652 FALSE 32.7 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "c70" "SRS142896" "US" NA NA
"SRS145503_NODE_7_length_228227_cov_44.5755" "SRS145503_NODE_7_length_228227_cov_44.5755" 228227 44.5755 FALSE 32.5 FALSE FALSE "Myoviridae" NA NA 0 61 FALSE "c70" "SRS145503" "US" "Veillonella" NA
"ERR589382_NODE_10_length_205933_cov_3.86547" "ERR589382_NODE_10_length_205933_cov_3.86547" 205933 3.86547 FALSE 38.22 FALSE FALSE "Siphoviridae" NA NA 0 35 FALSE "c33" "ERR589382" "China" NA "1"
"ERR589402_NODE_4_length_224752_cov_15.4809" "ERR589402_NODE_4_length_224752_cov_15.4809" 224752 15.4809 FALSE 26.42 FALSE FALSE "Myoviridae" NA NA 0 39 FALSE "c679" "ERR589402" "China" NA "1"
