"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "sample" "country" "vcontact_cluster" "crispr_host"
"143" "SRS054776_NODE_1_length_213596_cov_8.08699" 213596 8.08699 TRUE 31.17 FALSE FALSE "Myoviridae" NA NA 0 69 FALSE "SRS054776" "US" "VC_240_20" NA
"144" "SRS057205_NODE_11_length_241494_cov_45.0098" 241494 45.0098 TRUE 33.64 FALSE FALSE "Myoviridae" NA NA 0 89 FALSE "SRS057205" "US" "VC_3541_1" NA
"145" "SRS057205_NODE_13_length_234839_cov_19.2687" 234839 19.2687 TRUE 30.13 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "SRS057205" "US" "VC_172_4" "Veillonella"
"146" "SRS057692_NODE_2_length_248922_cov_148.172" 248922 148.172 FALSE 44.53 FALSE FALSE "Myoviridae" NA NA 1 50 FALSE "SRS057692" "US" "VC_1655_3" NA
"147" "SRS057791_NODE_3_length_233971_cov_12.5602" 233971 12.5602 FALSE 29.6 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "SRS057791" "US" NA NA
"148" "SRS058808_NODE_7_length_260368_cov_38.0061" 260368 38.0061 TRUE 34.57 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "SRS058808" "US" NA NA
"149" "SRS062761_NODE_8_length_225204_cov_34.0657" 225204 34.0657 FALSE 39.13 FALSE FALSE "Myoviridae" NA NA 0 78 FALSE "SRS062761" "US" "VC_2385_1" NA
"150" "SRS062878_NODE_2_length_230946_cov_6.27076" 230946 6.27076 FALSE 41.77 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "SRS062878" "US" "VC_174_0" "Selenomonas"
"151" "SRS063288_NODE_2_length_242314_cov_12.5538" 242314 12.5538 TRUE 33.6 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "SRS063288" "US" "VC_3541_1" NA
"152" "SRS063603_NODE_10_length_226102_cov_9.39338" 226102 9.39338 FALSE 41.4 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "SRS063603" "US" "" "Selenomonas"
"153" "SRS064423_NODE_6_length_240050_cov_6.58861" 240050 6.58861 FALSE 31.75 FALSE FALSE "Myoviridae" NA NA 0 70 FALSE "SRS064423" "US" "VC_8794_2" NA
"154" "SRS064423_NODE_9_length_210989_cov_21.0765" 210989 21.0765 TRUE 32.55 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "SRS064423" "US" "VC_1774_10" NA
"155" "SRS064774_NODE_5_length_238650_cov_8.65785" 238650 8.65785 FALSE 33.66 FALSE FALSE "Myoviridae" NA NA 0 83 FALSE "SRS064774" "US" "VC_3541_1" NA
"156" "SRS064774_NODE_6_length_227588_cov_26.041" 227588 26.041 FALSE 31.48 FALSE FALSE "Myoviridae" NA NA 0 62 FALSE "SRS064774" "US" "VC_1769_9" NA
"157" "SRS065099_NODE_6_length_232979_cov_10.3215" 232979 10.3215 TRUE 42.35 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "SRS065099" "US" "" NA
"158" "SRS065278_NODE_7_length_243535_cov_8.33136" 243535 8.33136 FALSE 31.74 FALSE FALSE "Myoviridae" NA NA 0 71 FALSE "SRS065278" "US" "VC_8794_2" NA
"159" "SRS065278_NODE_11_length_210989_cov_27.745" 210989 27.745 TRUE 32.55 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "SRS065278" "US" "VC_1774_10" NA
"160" "SRS075353_NODE_13_length_202533_cov_29.7284" 202533 29.7284 FALSE 39.2 FALSE FALSE "Myoviridae" NA NA 0 85 FALSE "SRS075353" "US" "VC_4608_2" NA
"161" "SRS076951_NODE_8_length_243417_cov_13.7537" 243417 13.7537 TRUE 31.76 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "SRS076951" "US" "VC_8794_2" NA
"162" "SRS078431_NODE_11_length_258293_cov_26.0675" 258293 26.0675 TRUE 36.91 FALSE FALSE "Myoviridae" NA NA 0 98 FALSE "SRS078431" "US" "VC_1419_6" "Neisseria"
"163" "SRS078671_NODE_1_length_228149_cov_39.5138" 228149 39.5138 TRUE 39.09 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS078671" "US" "VC_2385_1" NA
"164" "SRS078677_NODE_7_length_263796_cov_15.3008" 263796 15.3008 TRUE 41.35 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "SRS078677" "US" "VC_3069_2" NA
"165" "SRS098498_NODE_8_length_237971_cov_29.0708" 237971 29.0708 FALSE 31.71 FALSE FALSE "Myoviridae" NA NA 0 72 FALSE "SRS098498" "US" "VC_8794_2" NA
"166" "SRS098498_NODE_15_length_221363_cov_23.0626" 221363 23.0626 FALSE 30.3 FALSE FALSE "Myoviridae" NA NA 0 69 FALSE "SRS098498" "US" "VC_172_4" "Veillonella"
"167" "SRS098735_NODE_1_length_265971_cov_16.2861" 265971 16.2861 FALSE 40.01 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "SRS098735" "US" "VC_3542_0" NA
"168" "SRS098867_NODE_11_length_229051_cov_63.7156" 229051 63.7156 TRUE 39.09 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS098867" "US" "VC_2385_1" NA
"169" "SRS101382_NODE_1_length_254822_cov_57.3005" 254822 57.3005 TRUE 44.51 FALSE FALSE "Myoviridae" NA NA 0 53 FALSE "SRS101382" "US" "VC_1655_3" NA
"170" "SRS101388_NODE_8_length_226735_cov_48.6534" 226735 48.6534 FALSE 47.15 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS101388" "US" NA NA
"171" "SRS101439_NODE_4_length_223636_cov_138.906" 223636 138.906 FALSE 31.47 FALSE FALSE "Myoviridae" NA NA 0 59 TRUE "SRS101439" "US" "VC_1769_9" NA
"172" "SRS104165_NODE_15_length_239970_cov_9.30182" 239970 9.30182 FALSE 31.74 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "SRS104165" "US" "VC_8794_2" NA
"173" "SRS105100_NODE_9_length_273110_cov_7.31174" 273110 7.31174 FALSE 33.71 FALSE FALSE "Myoviridae" NA NA 0 106 FALSE "SRS105100" "US" "VC_703_0" NA
"174" "SRS105100_NODE_14_length_202315_cov_9.26293" 202315 9.26293 FALSE 39.16 FALSE FALSE "Myoviridae" NA NA 0 85 FALSE "SRS105100" "US" "VC_4608_2" NA
"175" "SRS142483_NODE_8_length_267299_cov_53.3807" 267299 53.3807 TRUE 41.27 FALSE FALSE "Myoviridae" NA NA 0 83 FALSE "SRS142483" "US" "VC_3069_2" NA
"176" "SRS142664_NODE_4_length_215051_cov_10.1813" 215051 10.1813 FALSE 31.22 FALSE FALSE "Myoviridae" NA NA 0 70 FALSE "SRS142664" "US" "VC_240_20" NA
"177" "SRS142896_NODE_10_length_245871_cov_9.19085" 245871 9.19085 TRUE 31.74 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "SRS142896" "US" "VC_8794_2" NA
"178" "SRS142896_NODE_13_length_224447_cov_8.06652" 224447 8.06652 FALSE 32.7 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "SRS142896" "US" "VC_1774_11" NA
"179" "SRS143604_NODE_7_length_238148_cov_18.3963" 238148 18.3963 FALSE 31.71 FALSE FALSE "Myoviridae" NA NA 0 72 FALSE "SRS143604" "US" "VC_8794_2" NA
"180" "SRS145503_NODE_7_length_228227_cov_44.5755" 228227 44.5755 FALSE 32.5 FALSE FALSE "Myoviridae" NA NA 0 61 FALSE "SRS145503" "US" "VC_1774_9" "Veillonella"
"181" "SRS147887_NODE_13_length_229773_cov_19.1958" 229773 19.1958 TRUE 32.58 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "SRS147887" "US" "VC_1774_11" "Veillonella"
"182" "SRS148150_NODE_16_length_210991_cov_62.3672" 210991 62.3672 TRUE 32.54 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "SRS148150" "US" "VC_1774_10" NA
"183" "SRS148150_NODE_17_length_208122_cov_5.04636" 208122 5.04636 FALSE 39.08 FALSE FALSE "Myoviridae" NA NA 0 77 FALSE "SRS148150" "US" "VC_2385_1" NA
"184" "SRS148193_NODE_11_length_226085_cov_5.23191" 226085 5.23191 TRUE 41.4 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "SRS148193" "US" "" "Selenomonas"
