"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "sample" "country" "vcontact_cluster" "crispr_host"
"78744" "ERR1474570_NODE_1_length_248887_cov_42.8052" 248887 42.8052 TRUE 36.83 FALSE FALSE "Myoviridae" NA NA 0 50 TRUE "ERR1474570" "Philippines" NA "Streptococcus"
"78745" "ERR1474570_NODE_3_length_211527_cov_11.7559" 211527 11.7559 FALSE 38.79 FALSE FALSE "Other" NA NA 0 51 FALSE "ERR1474570" "Philippines" "VC_2465_0" NA
"79612" "ERR1474583_NODE_1_length_238631_cov_8.08518" 238631 8.08518 FALSE 34.78 FALSE FALSE "Myoviridae" NA NA 0 99 FALSE "ERR1474583" "Philippines" "VC_1419_0" NA
"79666" "ERR1474584_NODE_1_length_239551_cov_58.3549" 239551 58.3549 FALSE 33.6 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "ERR1474584" "Philippines" "VC_3541_1" NA
"79924" "ERR1474586_NODE_1_length_213659_cov_10.4734" 213659 10.4734 FALSE 36.61 FALSE FALSE "Myoviridae" NA NA 0 43 TRUE "ERR1474586" "Philippines" NA "Streptococcus"
"80461" "SRS011084_NODE_12_length_328208_cov_2278.27" 328208 2278.27 FALSE 31.23 FALSE FALSE "Myoviridae" NA NA 0 76 TRUE "SRS011084" "US" NA NA
"80973" "SRS011115_NODE_5_length_302809_cov_8.25506" 302809 8.25506 FALSE 49.85 FALSE FALSE "Siphoviridae" NA NA 0 46 FALSE "SRS011115" "US" "" NA
"80974" "SRS011115_NODE_7_length_277519_cov_89.067" 277519 89.067 FALSE 28.77 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "SRS011115" "US" "VC_6797_7" NA
"80975" "SRS011115_NODE_11_length_255587_cov_15.4269" 255587 15.4269 TRUE 59.46 FALSE FALSE "Siphoviridae" NA NA 1 48 FALSE "SRS011115" "US" "VC_6935_6" "Atopobium"
"80976" "SRS011115_NODE_14_length_227404_cov_18.3643" 227404 18.3643 TRUE 29.53 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "SRS011115" "US" "VC_2881_10" "Lachnoanaerobaculum"
"81277" "SRS011126_NODE_5_length_239560_cov_87.3339" 239560 87.3339 TRUE 42.29 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "SRS011126" "US" "" NA
"81814" "SRS011140_NODE_2_length_436784_cov_68.9361" 436784 68.9361 FALSE 27.07 FALSE FALSE "Myoviridae" NA NA 0 91 FALSE "SRS011140" "US" NA "Neisseria"
"81816" "SRS011140_NODE_5_length_372996_cov_42.3671" 372996 42.3671 TRUE 32.67 FALSE FALSE "Siphoviridae" NA NA 0 32 FALSE "SRS011140" "US" "VC_3157_6" "Streptococcus"
"81817" "SRS011140_NODE_15_length_228010_cov_44.6028" 228010 44.6028 TRUE 39.19 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS011140" "US" "VC_2385_1" NA
"83492" "SRS011310_NODE_1_length_277651_cov_20.1606" 277651 20.1606 FALSE 37.04 FALSE FALSE "Siphoviridae" NA NA 0 49 TRUE "SRS011310" "US" NA "Streptococcus"
"84121" "SRS012279_NODE_6_length_228781_cov_34.0323" 228781 34.0323 TRUE 32.74 FALSE FALSE "Myoviridae" NA NA 0 57 FALSE "SRS012279" "US" "VC_1774_11" NA
"84358" "SRS012285_NODE_3_length_318089_cov_9.53748" 318089 9.53748 FALSE 29.35 FALSE FALSE "Myoviridae" NA NA 0 99 TRUE "SRS012285" "US" NA NA
"84359" "SRS012285_NODE_4_length_256964_cov_25.8191" 256964 25.8191 TRUE 36.95 FALSE FALSE "Myoviridae" NA NA 0 99 FALSE "SRS012285" "US" "VC_1419_6" "Neisseria"
"85783" "SRS013234_NODE_1_length_222243_cov_7.50393" 222243 7.50393 FALSE 35.12 FALSE FALSE "Myoviridae" NA NA 0 46 TRUE "SRS013234" "US" NA NA
"85925" "SRS013252_NODE_7_length_269911_cov_143.484" 269911 143.484 TRUE 41.29 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "SRS013252" "US" "VC_3069_2" NA
"86090" "SRS013476_NODE_13_length_213633_cov_16.2984" 213633 16.2984 FALSE 39.26 FALSE FALSE "Myoviridae" NA NA 0 32 TRUE "SRS013476" "US" "" NA
"86326" "SRS013502_NODE_4_length_320586_cov_11.0399" 320586 11.0399 FALSE 32.63 FALSE FALSE "Myoviridae" NA NA 0 57 TRUE "SRS013502" "US" "VC_4090_14" NA
"86327" "SRS013502_NODE_6_length_242128_cov_9.28787" 242128 9.28787 TRUE 30.87 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "SRS013502" "US" "VC_3143_0" "Fusobacterium"
"86604" "SRS013533_NODE_1_length_241468_cov_18.1727" 241468 18.1727 TRUE 30.89 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "SRS013533" "US" "VC_2166_3" "Veillonella"
"87558" "SRS013818_NODE_2_length_258888_cov_4.38088" 258888 4.38088 FALSE 45.63 FALSE FALSE "Myoviridae" NA NA 0 35 FALSE "SRS013818" "US" "VC_8879_7" NA
"87859" "SRS013879_NODE_7_length_260460_cov_18.7579" 260460 18.7579 TRUE 34.06 FALSE FALSE "Myoviridae" NA NA 0 105 FALSE "SRS013879" "US" "" NA
"87860" "SRS013879_NODE_8_length_241272_cov_14.1713" 241272 14.1713 FALSE 36.38 FALSE FALSE "Myoviridae" NA NA 0 53 FALSE "SRS013879" "US" "VC_178_5" NA
"87861" "SRS013879_NODE_11_length_207354_cov_10.9341" 207354 10.9341 TRUE 31.57 FALSE FALSE "Myoviridae" NA NA 0 66 FALSE "SRS013879" "US" "VC_240_2" NA
"88310" "SRS013947_NODE_6_length_208248_cov_14.0653" 208248 14.0653 TRUE 31.48 FALSE FALSE "Myoviridae" NA NA 0 73 FALSE "SRS013947" "US" "VC_240_2" NA
"88382" "SRS013948_NODE_9_length_208364_cov_9.05468" 208364 9.05468 FALSE 31.48 FALSE FALSE "Myoviridae" NA NA 0 73 FALSE "SRS013948" "US" "VC_240_2" NA
"88505" "SRS013949_NODE_2_length_238333_cov_28.884" 238333 28.884 FALSE 33.98 FALSE FALSE "Myoviridae" NA NA 0 17 FALSE "SRS013949" "US" "" NA
"88706" "SRS013950_NODE_1_length_284661_cov_27.9977" 284661 27.9977 TRUE 27.13 FALSE FALSE "Myoviridae" NA NA 0 31 FALSE "SRS013950" "US" NA "Fusobacterium"
"88707" "SRS013950_NODE_3_length_259465_cov_21.4954" 259465 21.4954 TRUE 32.84 FALSE FALSE "Myoviridae" NA NA 0 58 FALSE "SRS013950" "US" "" NA
"88851" "SRS014124_NODE_3_length_342872_cov_267.456" 342872 267.456 TRUE 49.58 FALSE FALSE "Unassigned" NA NA 0 45 TRUE "SRS014124" "US" "VC_3139_0" NA
"88852" "SRS014124_NODE_4_length_263946_cov_58.3232" 263946 58.3232 TRUE 33.9 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "SRS014124" "US" "VC_4224_3" NA
"89027" "SRS014271_NODE_6_length_303063_cov_7.19243" 303063 7.19243 TRUE 35.19 FALSE FALSE "Myoviridae" NA NA 1 42 TRUE "SRS014271" "US" "" NA
"89029" "SRS014271_NODE_12_length_203987_cov_105.953" 203987 105.953 FALSE 31.1 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "SRS014271" "US" NA NA
"89572" "SRS014470_NODE_1_length_389119_cov_8.88358" 389119 8.88358 TRUE 26.52 FALSE FALSE "Myoviridae" NA NA 1 90 TRUE "SRS014470" "US" "" NA
"89573" "SRS014470_NODE_4_length_258496_cov_53.49" 258496 53.49 TRUE 34.27 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "SRS014470" "US" "VC_4224_3" NA
"89574" "SRS014470_NODE_5_length_251960_cov_10.7369" 251960 10.7369 TRUE 29.63 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "SRS014470" "US" "VC_1858_1" NA
"89575" "SRS014470_NODE_6_length_244976_cov_7.18311" 244976 7.18311 TRUE 31.69 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "SRS014470" "US" "VC_8794_2" NA
"89576" "SRS014470_NODE_8_length_210223_cov_33.8699" 210223 33.8699 TRUE 30.18 FALSE FALSE "Myoviridae" NA NA 0 41 FALSE "SRS014470" "US" "VC_8877_0" NA
"89577" "SRS014470_NODE_10_length_201148_cov_7.25402" 201148 7.25402 FALSE 27.08 FALSE FALSE "Myoviridae" NA NA 0 46 TRUE "SRS014470" "US" "VC_184_0" NA
"89886" "SRS014472_NODE_1_length_269006_cov_22.5143" 269006 22.5143 TRUE 36.28 FALSE FALSE "Myoviridae" NA NA 0 53 TRUE "SRS014472" "US" "VC_635_14" NA
"90018" "SRS014476_NODE_3_length_260597_cov_8.33481" 260597 8.33481 FALSE 36.96 FALSE FALSE "Myoviridae" NA NA 0 99 FALSE "SRS014476" "US" "VC_1419_6" NA
"90019" "SRS014476_NODE_7_length_247592_cov_26.5753" 247592 26.5753 FALSE 28.29 FALSE FALSE "Myoviridae" NA NA 0 29 FALSE "SRS014476" "US" "VC_3143_1" "Fusobacterium"
"90020" "SRS014476_NODE_9_length_206686_cov_5.83232" 206686 5.83232 FALSE 29.42 FALSE FALSE "Myoviridae" NA NA 0 40 TRUE "SRS014476" "US" "VC_183_0" NA
"90234" "SRS014573_NODE_4_length_277147_cov_10.3504" 277147 10.3504 TRUE 28.69 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "SRS014573" "US" "VC_6797_7" "Fusobacterium"
"90235" "SRS014573_NODE_5_length_265666_cov_8.10716" 265666 8.10716 FALSE 37.37 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "SRS014573" "US" "VC_1820_5" "Centipeda"
"90236" "SRS014573_NODE_6_length_238524_cov_13.9059" 238524 13.9059 TRUE 33.49 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS014573" "US" "VC_1897_0" NA
"90237" "SRS014573_NODE_7_length_231254_cov_10.0419" 231254 10.0419 FALSE 33.21 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS014573" "US" "VC_3828_3" NA
"90521" "SRS014578_NODE_11_length_252396_cov_32.6576" 252396 32.6576 FALSE 49.53 FALSE FALSE "Unassigned" NA NA 1 46 FALSE "SRS014578" "US" "VC_7508_2" "Rothia"
"90522" "SRS014578_NODE_12_length_245002_cov_6.98652" 245002 6.98652 FALSE 33.59 FALSE FALSE "Myoviridae" NA NA 0 54 TRUE "SRS014578" "US" "VC_4998_1" "Streptococcus"
"90524" "SRS014578_NODE_20_length_208445_cov_10.6138" 208445 10.6138 FALSE 37.5 FALSE FALSE "Myoviridae" NA NA 1 30 TRUE "SRS014578" "US" NA NA
"91320" "SRS014687_NODE_2_length_335527_cov_1416.44" 335527 1416.44 FALSE 29.29 FALSE FALSE "Myoviridae" NA NA 0 95 TRUE "SRS014687" "US" "VC_1674_5" NA
"91355" "SRS014689_NODE_1_length_253657_cov_7.8846" 253657 7.8846 FALSE 29.75 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "SRS014689" "US" "VC_1858_1" NA
"91467" "SRS014690_NODE_2_length_334762_cov_19.5679" 334762 19.5679 TRUE 29.3 FALSE FALSE "Myoviridae" NA NA 0 94 TRUE "SRS014690" "US" "VC_1674_5" NA
"91468" "SRS014690_NODE_5_length_238307_cov_60.0147" 238307 60.0147 TRUE 36.75 FALSE FALSE "Myoviridae" NA NA 0 53 TRUE "SRS014690" "US" "VC_635_15" "Streptococcus"
"91469" "SRS014690_NODE_6_length_210977_cov_55.0985" 210977 55.0985 FALSE 28.54 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS014690" "US" "VC_1770_0" "Veillonella"
"91624" "SRS014691_NODE_2_length_214768_cov_5.50282" 214768 5.50282 FALSE 36.66 FALSE FALSE "Myoviridae" NA NA 0 45 TRUE "SRS014691" "US" "VC_635_15" "Streptococcus"
"91625" "SRS014691_NODE_3_length_210905_cov_15.4347" 210905 15.4347 FALSE 28.54 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS014691" "US" "VC_1770_0" "Veillonella"
"91729" "SRS014692_NODE_1_length_259965_cov_34.3067" 259965 34.3067 TRUE 33.54 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "SRS014692" "US" "VC_4224_3" NA
"91730" "SRS014692_NODE_2_length_253221_cov_16.9139" 253221 16.9139 TRUE 29.76 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS014692" "US" "VC_1858_1" NA
"91853" "SRS014888_NODE_3_length_240713_cov_16.8642" 240713 16.8642 FALSE 30.9 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "SRS014888" "US" "VC_3143_0" "Fusobacterium"
"92024" "SRS014894_NODE_14_length_208372_cov_34.605" 208372 34.605 FALSE 56.88 FALSE FALSE "Myoviridae" NA NA 1 42 FALSE "SRS014894" "US" NA NA
"92689" "SRS015038_NODE_1_length_284301_cov_21.1902" 284301 21.1902 FALSE 31.16 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "SRS015038" "US" "VC_3234_0" "Veillonella"
"92690" "SRS015038_NODE_2_length_213047_cov_63.6224" 213047 63.6224 TRUE 32.48 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "SRS015038" "US" "VC_1774_10" NA
"93096" "SRS015057_NODE_2_length_227748_cov_65.0344" 227748 65.0344 FALSE 31.27 FALSE FALSE "Myoviridae" NA NA 0 64 TRUE "SRS015057" "US" NA NA
"93097" "SRS015057_NODE_3_length_212003_cov_15.49" 212003 15.49 FALSE 34.38 FALSE FALSE "Myoviridae" NA NA 0 40 FALSE "SRS015057" "US" NA NA
"94275" "SRS015158_NODE_2_length_535604_cov_20.4027" 535604 20.4027 FALSE 47.38 FALSE FALSE "Myoviridae" NA NA 0 84 TRUE "SRS015158" "US" NA "Actinomyces"
"94406" "SRS015174_NODE_5_length_256415_cov_12.3267" 256415 12.3267 FALSE 33.01 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "SRS015174" "US" "VC_3828_3" NA
"94844" "SRS015209_NODE_8_length_214462_cov_65.3204" 214462 65.3204 FALSE 46.07 FALSE FALSE "Myoviridae" NA NA 0 36 FALSE "SRS015209" "US" "VC_8879_7" NA
"94845" "SRS015209_NODE_12_length_206757_cov_7.28818" 206757 7.28818 FALSE 34.65 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "SRS015209" "US" "VC_3903_1" NA
"95006" "SRS015215_NODE_3_length_265743_cov_6.54371" 265743 6.54371 FALSE 40.02 FALSE FALSE "Myoviridae" NA NA 0 88 FALSE "SRS015215" "US" "VC_3542_0" NA
"95007" "SRS015215_NODE_4_length_251537_cov_15.8683" 251537 15.8683 FALSE 38.05 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "SRS015215" "US" "VC_1820_0" "Centipeda"
"95367" "SRS015272_NODE_2_length_281349_cov_409.513" 281349 409.513 TRUE 31.1 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS015272" "US" "VC_2700_6" NA
"95368" "SRS015272_NODE_3_length_269196_cov_77.0463" 269196 77.0463 TRUE 33.42 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "SRS015272" "US" "VC_4224_3" NA
"95369" "SRS015272_NODE_4_length_254442_cov_12.8586" 254442 12.8586 TRUE 29.69 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "SRS015272" "US" "VC_1858_1" NA
"95544" "SRS015278_NODE_6_length_320972_cov_7.71736" 320972 7.71736 FALSE 48.63 FALSE FALSE "Siphoviridae" NA NA 0 69 TRUE "SRS015278" "US" "VC_5182_0" "Rothia"
"95545" "SRS015278_NODE_7_length_283229_cov_10.6675" 283229 10.6675 FALSE 38.2 FALSE FALSE "Myoviridae" NA NA 0 52 FALSE "SRS015278" "US" "VC_4192_1" NA
"95734" "SRS015395_NODE_2_length_244468_cov_5.3636" 244468 5.3636 FALSE 29.67 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS015395" "US" "VC_1858_1" NA
"95735" "SRS015395_NODE_3_length_234398_cov_30.2601" 234398 30.2601 TRUE 32.73 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS015395" "US" "VC_1897_5" "Veillonella"
"95736" "SRS015395_NODE_4_length_222588_cov_9.59362" 222588 9.59362 FALSE 27.66 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "SRS015395" "US" "VC_2881_1" "Lachnoanaerobaculum"
"95737" "SRS015395_NODE_5_length_206249_cov_9.13093" 206249 9.13093 FALSE 39.28 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "SRS015395" "US" "" NA
"95867" "SRS015434_NODE_3_length_205077_cov_7.28279" 205077 7.28279 FALSE 31.28 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "SRS015434" "US" "VC_2700_4" NA
"95868" "SRS015434_NODE_4_length_201698_cov_8.89373" 201698 8.89373 FALSE 33.54 FALSE FALSE "Myoviridae" NA NA 0 30 FALSE "SRS015434" "US" "VC_1759_7" NA
"95869" "SRS015434_NODE_5_length_201313_cov_10.218" 201313 10.218 FALSE 27.13 FALSE FALSE "Myoviridae" NA NA 0 51 TRUE "SRS015434" "US" "VC_184_0" NA
"96183" "SRS015436_NODE_1_length_228442_cov_25.5018" 228442 25.5018 TRUE 39.01 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS015436" "US" "VC_2385_1" NA
"96278" "SRS015440_NODE_6_length_228445_cov_93.5082" 228445 93.5082 TRUE 39.01 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS015440" "US" "VC_2385_1" NA
"96279" "SRS015440_NODE_8_length_215922_cov_28.5589" 215922 28.5589 FALSE 38.68 FALSE FALSE "Siphoviridae" NA NA 0 34 FALSE "SRS015440" "US" "VC_7054_13" NA
"96427" "SRS015470_NODE_4_length_228444_cov_88.2011" 228444 88.2011 TRUE 39.01 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS015470" "US" "VC_2385_1" NA
"96428" "SRS015470_NODE_5_length_215098_cov_29.2934" 215098 29.2934 TRUE 38.68 FALSE FALSE "Siphoviridae" NA NA 0 34 FALSE "SRS015470" "US" "VC_7054_13" NA
"96637" "SRS015540_NODE_1_length_262701_cov_22.5606" 262701 22.5606 TRUE 42.15 FALSE FALSE "Siphoviridae" NA NA 1 41 FALSE "SRS015540" "US" "" "Rothia"
"96685" "SRS015574_NODE_5_length_286339_cov_21.2351" 286339 21.2351 TRUE 27.84 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "SRS015574" "US" "VC_6797_0" NA
"96686" "SRS015574_NODE_7_length_262650_cov_15.3384" 262650 15.3384 FALSE 42.15 FALSE FALSE "Siphoviridae" NA NA 1 40 FALSE "SRS015574" "US" "" "Rothia"
"97103" "SRS015644_NODE_10_length_254449_cov_109.277" 254449 109.277 FALSE 45.62 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "SRS015644" "US" "VC_8879_7" NA
"97104" "SRS015644_NODE_13_length_229718_cov_50.7126" 229718 50.7126 FALSE 30.03 FALSE FALSE "Myoviridae" NA NA 0 60 TRUE "SRS015644" "US" NA "Streptococcus"
"97252" "SRS015646_NODE_1_length_220432_cov_27.2438" 220432 27.2438 TRUE 39.63 FALSE FALSE "Myoviridae" NA NA 0 80 FALSE "SRS015646" "US" "VC_2385_0" NA
"97327" "SRS015745_NODE_1_length_241528_cov_13.1549" 241528 13.1549 TRUE 33.64 FALSE FALSE "Myoviridae" NA NA 0 89 FALSE "SRS015745" "US" "VC_3541_1" NA
"97328" "SRS015745_NODE_3_length_214576_cov_9.12203" 214576 9.12203 TRUE 31.21 FALSE FALSE "Myoviridae" NA NA 0 69 FALSE "SRS015745" "US" "VC_240_20" NA
"97386" "SRS015755_NODE_2_length_205271_cov_4.59631" 205271 4.59631 FALSE 39.85 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "SRS015755" "US" "VC_3542_1" NA
"97498" "SRS015762_NODE_4_length_329886_cov_8.57001" 329886 8.57001 FALSE 29.42 FALSE FALSE "Myoviridae" NA NA 0 88 FALSE "SRS015762" "US" NA NA
"97499" "SRS015762_NODE_6_length_284618_cov_110.835" 284618 110.835 FALSE 31.78 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "SRS015762" "US" "VC_2700_5" NA
"97502" "SRS015762_NODE_14_length_241558_cov_431.254" 241558 431.254 FALSE 33.64 FALSE FALSE "Myoviridae" NA NA 0 89 FALSE "SRS015762" "US" "VC_3541_1" NA
"97503" "SRS015762_NODE_16_length_233663_cov_52.3172" 233663 52.3172 FALSE 30.11 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "SRS015762" "US" "VC_172_4" "Veillonella"
"97504" "SRS015762_NODE_17_length_233617_cov_63.1923" 233617 63.1923 TRUE 31.76 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS015762" "US" "VC_1899_4" "Veillonella"
"97505" "SRS015762_NODE_21_length_215763_cov_47.9965" 215763 47.9965 FALSE 30.5 FALSE FALSE "Myoviridae" NA NA 0 71 TRUE "SRS015762" "US" "" NA
"98045" "SRS015797_NODE_2_length_388920_cov_36.308" 388920 36.308 FALSE 26.61 FALSE FALSE "Myoviridae" NA NA 1 82 TRUE "SRS015797" "US" "" NA
"98047" "SRS015797_NODE_9_length_279314_cov_101.959" 279314 101.959 TRUE 31.71 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "SRS015797" "US" "VC_2700_5" NA
"98048" "SRS015797_NODE_11_length_253437_cov_48.7" 253437 48.7 TRUE 44.41 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS015797" "US" "VC_1655_3" NA
"98049" "SRS015797_NODE_13_length_250594_cov_132.053" 250594 132.053 TRUE 31.84 FALSE FALSE "Myoviridae" NA NA 0 29 FALSE "SRS015797" "US" "VC_3143_10" "Fusobacterium"
"98245" "SRS015799_NODE_1_length_269339_cov_10.7346" 269339 10.7346 FALSE 36.44 FALSE FALSE "Unassigned" NA NA 0 50 FALSE "SRS015799" "US" "VC_635_14" NA
"98306" "SRS015803_NODE_6_length_254226_cov_141.458" 254226 141.458 FALSE 42.21 FALSE FALSE "Siphoviridae" NA NA 1 39 FALSE "SRS015803" "US" "" "Rothia"
"98466" "SRS015893_NODE_4_length_316765_cov_19.2483" 316765 19.2483 FALSE 29.54 FALSE FALSE "Myoviridae" NA NA 0 87 TRUE "SRS015893" "US" NA "Streptococcus"
"98467" "SRS015893_NODE_7_length_259483_cov_35.9771" 259483 35.9771 TRUE 30.67 FALSE FALSE "Myoviridae" NA NA 0 58 TRUE "SRS015893" "US" NA "Lachnoanaerobaculum"
"98468" "SRS015893_NODE_8_length_256687_cov_26.4504" 256687 26.4504 FALSE 32.31 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "SRS015893" "US" "VC_8803_6" NA
"98470" "SRS015893_NODE_10_length_249449_cov_42.6208" 249449 42.6208 FALSE 31.89 FALSE FALSE "Myoviridae" NA NA 0 31 FALSE "SRS015893" "US" "VC_3143_10" "Fusobacterium"
"98471" "SRS015893_NODE_11_length_243210_cov_45.0601" 243210 45.0601 FALSE 45.46 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "SRS015893" "US" "VC_8879_7" NA
"98472" "SRS015893_NODE_12_length_234418_cov_22.0083" 234418 22.0083 TRUE 28.44 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "SRS015893" "US" "VC_2698_1" NA
"98474" "SRS015893_NODE_15_length_222886_cov_26.4089" 222886 26.4089 FALSE 33.06 FALSE FALSE "Myoviridae" NA NA 0 34 FALSE "SRS015893" "US" "VC_3828_3" NA
"98707" "SRS015895_NODE_3_length_287748_cov_14.5956" 287748 14.5956 FALSE 56.35 FALSE FALSE "Myoviridae" NA NA 1 60 TRUE "SRS015895" "US" "VC_6379_0" NA
"98742" "SRS015899_NODE_1_length_287754_cov_49.3304" 287754 49.3304 FALSE 56.35 FALSE FALSE "Myoviridae" NA NA 1 60 TRUE "SRS015899" "US" "VC_6379_0" NA
"98744" "SRS015899_NODE_3_length_237594_cov_27.377" 237594 27.377 FALSE 32.04 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "SRS015899" "US" NA NA
"98890" "SRS015921_NODE_2_length_287740_cov_24.0056" 287740 24.0056 FALSE 56.35 FALSE FALSE "Myoviridae" NA NA 1 60 TRUE "SRS015921" "US" "VC_6379_0" NA
"98923" "SRS015941_NODE_1_length_389980_cov_7.93841" 389980 7.93841 FALSE 26.65 FALSE FALSE "Myoviridae" NA NA 1 80 TRUE "SRS015941" "US" "" NA
"98924" "SRS015941_NODE_2_length_315556_cov_47.6479" 315556 47.6479 TRUE 30.7 FALSE FALSE "Myoviridae" NA NA 0 85 FALSE "SRS015941" "US" NA NA
"98925" "SRS015941_NODE_4_length_259727_cov_51.2706" 259727 51.2706 FALSE 34.29 FALSE FALSE "Myoviridae" NA NA 0 43 FALSE "SRS015941" "US" "VC_4224_3" NA
"98926" "SRS015941_NODE_5_length_254569_cov_15.5142" 254569 15.5142 FALSE 32.9 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "SRS015941" "US" "VC_3828_3" NA
"98927" "SRS015941_NODE_7_length_239175_cov_36.1302" 239175 36.1302 TRUE 32.64 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "SRS015941" "US" "VC_1897_5" "Veillonella"
"98928" "SRS015941_NODE_8_length_230448_cov_49.288" 230448 49.288 FALSE 32.69 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "SRS015941" "US" "VC_1774_11" NA
"98929" "SRS015941_NODE_9_length_220844_cov_6.43656" 220844 6.43656 FALSE 30.5 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "SRS015941" "US" "" NA
"99174" "SRS015947_NODE_3_length_309841_cov_17.9493" 309841 17.9493 FALSE 47.21 FALSE FALSE "Myoviridae" NA NA 0 45 TRUE "SRS015947" "US" NA "Actinomyces"
"99175" "SRS015947_NODE_4_length_250111_cov_19.2174" 250111 19.2174 TRUE 36.88 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "SRS015947" "US" "VC_635_20" "Streptococcus"
"99176" "SRS015947_NODE_5_length_244211_cov_7.9822" 244211 7.9822 TRUE 33.45 FALSE FALSE "Myoviridae" NA NA 0 51 TRUE "SRS015947" "US" "VC_4998_1" NA
"99177" "SRS015947_NODE_6_length_232311_cov_17.4643" 232311 17.4643 FALSE 47.63 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS015947" "US" NA "Actinomyces"
"99334" "SRS015989_NODE_12_length_285916_cov_10.9882" 285916 10.9882 FALSE 37.1 FALSE FALSE "Siphoviridae" NA NA 0 54 FALSE "SRS015989" "US" NA "Streptococcus"
"99406" "SRS016002_NODE_4_length_285863_cov_5.40739" 285863 5.40739 FALSE 34.44 FALSE FALSE "Siphoviridae" NA NA 0 75 TRUE "SRS016002" "US" "" NA
"99407" "SRS016002_NODE_7_length_255766_cov_6.66309" 255766 6.66309 FALSE 33.02 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "SRS016002" "US" "VC_3828_3" NA
"99408" "SRS016002_NODE_8_length_241386_cov_6.20711" 241386 6.20711 FALSE 30.77 FALSE FALSE "Myoviridae" NA NA 0 31 FALSE "SRS016002" "US" "VC_3143_0" "Fusobacterium"
"99409" "SRS016002_NODE_9_length_233140_cov_36.0401" 233140 36.0401 FALSE 50.45 FALSE FALSE "Siphoviridae" NA NA 0 35 FALSE "SRS016002" "US" NA NA
